TransactionID;TransactionDate;Amount;TransactionType;AccountType
25394;2022-01-18;230;Withdrawal;Checking
25395;2022-11-14;108;Deposit;Checking
25396;2022-10-24;176;Deposit;Savings
25397;2022-01-17;721;Deposit;Savings
25398;2022-06-27;164;Withdrawal;Checking
25399;2022-08-25;106;Withdrawal;Savings
25400;2022-07-11;93;Deposit;Savings
25401;2022-10-05;136;Withdrawal;Savings
25402;2022-05-31;387;Deposit;Checking
25403;2022-12-10;89;Deposit;Checking
25404;2022-11-18;608;Deposit;Savings
25405;2022-04-12;138;Withdrawal;Savings
25406;2022-07-19;252;Deposit;Savings
25407;2022-07-06;428;Withdrawal;Savings
25408;2022-09-16;123;Deposit;Savings
25409;2022-03-21;818;Deposit;Savings
25410;2022-07-27;681;Deposit;Checking
25411;2022-04-11;441;Withdrawal;Checking
25412;2022-08-21;598;Deposit;Checking
25413;2022-08-16;53;Withdrawal;Savings
25414;2022-12-09;579;Withdrawal;Savings
25415;2022-11-29;606;Deposit;Checking
25416;2022-03-10;533;Deposit;Checking
25417;2022-12-14;180;Deposit;Checking
25418;2022-02-20;7129;Deposit;Checking
25419;2022-12-02;831;Withdrawal;Savings
25420;2022-07-11;483;Deposit;Savings
25421;2022-01-25;335;Deposit;Checking
25422;2022-06-08;813;Withdrawal;Checking
25423;2022-03-06;773;Deposit;Savings
25424;2022-09-27;157;Withdrawal;Savings
25425;2022-10-27;740;Withdrawal;Checking
25426;2022-11-25;931;Deposit;Checking
25427;2022-07-31;248;Deposit;Savings
25428;2022-04-13;8022;Deposit;Savings
25429;2022-10-27;837;Withdrawal;Checking
25430;2022-09-10;278;Withdrawal;Savings
25431;2022-09-01;290;Deposit;Savings
25432;2022-05-21;720;Withdrawal;Savings
25433;2022-08-12;210;Deposit;Savings
25434;2022-05-30;803;Deposit;Checking
25435;2022-09-26;803;Deposit;Savings
25436;2022-04-06;631;Deposit;Checking
25437;2022-08-22;485;Deposit;Savings
25438;2022-09-21;727;Deposit;Checking
25439;2022-01-26;461;Deposit;Savings
25440;2022-10-01;347;Deposit;Checking
25441;2022-08-10;881;Deposit;Checking
25442;2022-10-11;161;Withdrawal;Checking
25443;2022-06-20;899;Withdrawal;Checking
25444;2022-06-20;929;Deposit;Checking
25445;2022-03-25;162;Deposit;Savings
25446;2022-03-10;522;Deposit;Savings
25447;2022-03-09;200;Deposit;Checking
25448;2022-12-21;408;Deposit;Savings
25449;2022-06-12;456;Withdrawal;Checking
25450;2022-07-12;140;Deposit;Checking
25451;2022-06-26;727;Withdrawal;Checking
25452;2022-04-02;9539;Deposit;Savings
25453;2022-02-15;153;Deposit;Savings
25454;2022-11-07;5301;Withdrawal;Checking
25455;2022-02-12;982;Deposit;Savings
25456;2022-12-09;7626;Deposit;Savings
25457;2022-02-16;7501;Deposit;Checking
25458;2022-07-09;684;Deposit;Savings
25459;2022-12-14;24;Withdrawal;Checking
25460;2022-01-19;345;Deposit;Checking
25461;2022-11-09;135;Deposit;Savings
25462;2022-02-27;917;Withdrawal;Savings
25463;2022-06-26;485;Withdrawal;Savings
25464;2022-09-03;303;Deposit;Checking
25465;2022-02-02;417;Deposit;Savings
25466;2022-04-01;299;Withdrawal;Checking
25467;2022-06-02;916;Withdrawal;Checking
25468;2022-10-23;577;Withdrawal;Checking
25469;2022-11-06;447;Deposit;Checking
25470;2022-01-05;773;Withdrawal;Checking
25471;2022-09-14;86;Deposit;Checking
25472;2022-10-28;185;Withdrawal;Checking
25473;2022-10-23;672;Deposit;Checking
25474;2022-12-08;689;Deposit;Checking
25475;2022-05-17;5330;Withdrawal;Checking
25476;2022-10-11;178;Deposit;Savings
25477;2022-01-12;113;Deposit;Checking
25478;2022-10-12;525;Deposit;Checking
25479;2022-01-12;658;Deposit;Checking
25480;2022-09-12;926;Withdrawal;Checking
25481;2022-12-29;180;Deposit;Savings
25482;2022-02-11;388;Withdrawal;Checking
25483;2022-04-23;159;Deposit;Savings
25484;2022-12-10;91;Deposit;Savings
25485;2022-04-28;558;Withdrawal;Checking
25486;2022-11-01;664;Deposit;Checking
25487;2022-11-11;378;Deposit;Savings
25488;2022-11-11;482;Withdrawal;Savings
25489;2022-05-18;722;Withdrawal;Savings
25490;2022-07-08;275;Deposit;Savings
25491;2022-11-28;734;Deposit;Savings
25492;2022-08-26;451;Deposit;Savings
25493;2022-11-08;917;Deposit;Savings
25494;2022-02-02;49;Withdrawal;Savings
25495;2022-10-31;534;Deposit;Checking
25496;2022-02-21;191;Deposit;Savings
25497;2022-02-08;741;Deposit;Checking
25498;2022-07-22;286;Deposit;Checking
25499;2022-06-08;325;Withdrawal;Savings
25500;2022-12-06;170;Withdrawal;Savings
25501;2022-11-09;446;Withdrawal;Savings
25502;2022-12-29;287;Deposit;Checking
25503;2022-05-24;115;Deposit;Checking
25504;2022-01-18;364;Withdrawal;Checking
25505;2022-06-27;491;Deposit;Checking
25506;2022-09-13;643;Withdrawal;Checking
25507;2022-11-15;521;Deposit;Savings
25508;2022-09-17;252;Withdrawal;Savings
25509;2022-05-12;973;Deposit;Checking
25510;2022-12-01;250;Withdrawal;Checking
25511;2022-10-28;8095;Deposit;Checking
25512;2022-08-17;683;Deposit;Savings
25513;2022-02-16;8642;Deposit;Savings
25514;2022-09-28;820;Deposit;Checking
25515;2022-12-22;602;Withdrawal;Savings
25516;2022-10-21;933;Withdrawal;Savings
25517;2022-12-10;9632;Deposit;Savings
25518;2022-01-13;129;Withdrawal;Checking
25519;2022-07-24;369;Withdrawal;Savings
25520;2022-11-25;514;Deposit;Checking
25521;2022-06-27;171;Withdrawal;Savings
25522;2022-08-02;795;Withdrawal;Savings
25523;2022-06-03;689;Withdrawal;Savings
25524;2022-08-21;177;Deposit;Checking
25525;2022-06-15;457;Deposit;Checking
25526;2022-01-14;403;Withdrawal;Checking
25527;2022-10-12;19;Withdrawal;Savings
25528;2022-09-29;270;Deposit;Checking
25529;2022-12-25;136;Deposit;Savings
25530;2022-06-03;365;Deposit;Checking
25531;2022-05-12;742;Deposit;Savings
25532;2022-09-23;388;Withdrawal;Savings
25533;2022-09-18;405;Withdrawal;Checking
25534;2022-10-16;951;Withdrawal;Savings
25535;2022-02-06;235;Deposit;Savings
25536;2022-07-21;691;Deposit;Checking
25537;2022-07-25;579;Withdrawal;Savings
25538;2022-08-03;569;Deposit;Savings
25539;2022-07-25;619;Withdrawal;Savings
25540;2022-09-26;251;Withdrawal;Savings
25541;2022-10-19;337;Deposit;Savings
25542;2022-12-21;635;Withdrawal;Checking
25543;2022-04-19;975;Withdrawal;Checking
25544;2022-11-14;236;Deposit;Savings
25545;2022-10-25;954;Deposit;Checking
25546;2022-09-10;757;Deposit;Checking
25547;2022-12-08;397;Withdrawal;Checking
25548;2022-03-02;169;Withdrawal;Checking
25549;2022-09-05;756;Withdrawal;Checking
25550;2022-12-30;490;Withdrawal;Checking
25551;2022-05-17;5860;Withdrawal;Checking
25552;2022-06-16;9545;Withdrawal;Checking
25553;2022-03-01;916;Deposit;Savings
25554;2022-10-03;195;Withdrawal;Checking
25555;2022-04-04;325;Deposit;Savings
25556;2022-04-28;984;Withdrawal;Savings
25557;2022-09-02;407;Deposit;Checking
25558;2022-11-29;42;Deposit;Savings
25559;2022-05-11;8486;Deposit;Savings
25560;2022-03-04;189;Deposit;Savings
25561;2022-10-19;141;Deposit;Checking
25562;2022-11-10;512;Deposit;Checking
25563;2022-07-19;874;Deposit;Savings
25564;2022-08-20;616;Deposit;Checking
25565;2022-02-21;834;Withdrawal;Savings
25566;2022-09-05;19;Deposit;Checking
25567;2022-08-06;723;Deposit;Checking
25568;2022-02-07;132;Withdrawal;Savings
25569;2022-06-13;576;Deposit;Checking
25570;2022-11-07;662;Deposit;Savings
25571;2022-06-23;424;Withdrawal;Savings
25572;2022-09-21;521;Deposit;Checking
25573;2022-07-08;834;Deposit;Savings
25574;2022-02-25;374;Withdrawal;Checking
25575;2022-01-18;742;Withdrawal;Checking
25576;2022-09-26;554;Withdrawal;Checking
25577;2022-07-13;161;Withdrawal;Savings
25578;2022-02-24;951;Deposit;Savings
25579;2022-07-04;561;Withdrawal;Checking
25580;2022-08-14;403;Withdrawal;Checking
25581;2022-01-14;800;Withdrawal;Checking
25582;2022-08-19;611;Deposit;Checking
25583;2022-12-03;869;Withdrawal;Savings
25584;2022-03-19;888;Deposit;Checking
25585;2022-01-25;436;Deposit;Checking
25586;2022-02-10;504;Deposit;Checking
25587;2022-06-01;701;Deposit;Checking
25588;2022-06-30;867;Withdrawal;Savings
25589;2022-03-21;784;Withdrawal;Savings
25590;2022-01-24;277;Deposit;Savings
25591;2022-01-29;146;Deposit;Checking
25592;2022-02-28;680;Withdrawal;Checking
25593;2022-03-19;323;Deposit;Checking
25594;2022-05-25;974;Withdrawal;Checking
25595;2022-12-09;63;Withdrawal;Savings
25596;2022-11-17;613;Withdrawal;Savings
25597;2022-07-28;13;Deposit;Checking
25598;2022-02-23;944;Deposit;Savings
25599;2022-07-02;879;Withdrawal;Savings
25600;2022-01-12;931;Deposit;Savings
25601;2022-11-14;370;Deposit;Savings
25602;2022-09-30;606;Deposit;Checking
25603;2022-05-09;888;Deposit;Savings
25604;2022-03-18;404;Deposit;Checking
25605;2022-05-12;305;Withdrawal;Checking
25606;2022-11-11;266;Withdrawal;Checking
25607;2022-04-03;924;Withdrawal;Checking
25608;2022-10-03;326;Withdrawal;Savings
25609;2022-09-21;422;Deposit;Savings
25610;2022-09-23;600;Withdrawal;Savings
25611;2022-05-22;575;Withdrawal;Savings
25612;2022-05-15;511;Deposit;Checking
25613;2022-09-02;756;Deposit;Checking
25614;2022-02-17;537;Withdrawal;Checking
25615;2022-12-03;58;Deposit;Savings
25616;2022-01-27;523;Withdrawal;Savings
25617;2022-03-13;587;Withdrawal;Checking
25618;2022-11-09;393;Withdrawal;Savings
25619;2022-03-03;772;Deposit;Checking
25620;2022-12-03;721;Deposit;Savings
25621;2022-02-06;29;Deposit;Checking
25622;2022-03-20;566;Deposit;Savings
25623;2022-05-05;108;Deposit;Checking
25624;2022-06-02;807;Withdrawal;Checking
25625;2022-04-15;410;Withdrawal;Savings
25626;2022-12-17;421;Deposit;Savings
25627;2022-06-24;9;Withdrawal;Checking
25628;2022-10-20;125;Deposit;Checking
25629;2022-05-06;313;Withdrawal;Checking
25630;2022-03-03;351;Withdrawal;Savings
25631;2022-09-17;759;Withdrawal;Checking
25632;2022-04-22;11;Deposit;Savings
25633;2022-08-07;933;Withdrawal;Savings
25634;2022-11-08;342;Withdrawal;Savings
25635;2022-03-30;808;Deposit;Savings
25636;2022-03-14;413;Withdrawal;Checking
25637;2022-11-08;366;Deposit;Savings
25638;2022-08-13;818;Deposit;Checking
25639;2022-04-25;100;Deposit;Savings
25640;2022-01-01;8170;Deposit;Checking
25641;2022-05-28;625;Deposit;Checking
25642;2022-12-31;940;Withdrawal;Checking
25643;2022-09-14;604;Deposit;Savings
25644;2022-08-07;640;Withdrawal;Savings
25645;2022-12-31;29;Withdrawal;Savings
25646;2022-02-19;834;Deposit;Checking
25647;2022-10-05;351;Withdrawal;Checking
25648;2022-11-01;943;Withdrawal;Checking
25649;2022-08-27;543;Deposit;Checking
25650;2022-09-07;241;Withdrawal;Savings
25651;2022-06-23;975;Withdrawal;Checking
25652;2022-08-30;706;Deposit;Savings
25653;2022-01-17;500;Withdrawal;Checking
25654;2022-03-31;929;Withdrawal;Checking
25655;2022-03-16;495;Withdrawal;Savings
25656;2022-12-06;523;Deposit;Checking
25657;2022-04-20;122;Withdrawal;Checking
25658;2022-04-24;603;Withdrawal;Savings
25659;2022-09-16;873;Withdrawal;Savings
25660;2022-06-29;654;Withdrawal;Savings
25661;2022-06-16;139;Deposit;Checking
25662;2022-01-13;701;Deposit;Checking
25663;2022-12-04;958;Deposit;Checking
25664;2022-09-03;406;Withdrawal;Checking
25665;2022-11-23;433;Withdrawal;Savings
25666;2022-07-19;344;Withdrawal;Checking
25667;2022-12-16;77;Withdrawal;Savings
25668;2022-01-16;292;Deposit;Savings
25669;2022-10-16;366;Withdrawal;Checking
25670;2022-09-10;5250;Withdrawal;Checking
25671;2022-09-21;17;Deposit;Checking
25672;2022-06-30;246;Withdrawal;Checking
25673;2022-01-22;108;Withdrawal;Savings
25674;2022-01-26;7643;Withdrawal;Checking
25675;2022-05-12;653;Deposit;Checking
25676;2022-11-10;128;Deposit;Checking
25677;2022-07-23;783;Deposit;Checking
25678;2022-08-29;557;Withdrawal;Checking
25679;2022-02-24;398;Deposit;Checking
25680;2022-09-05;349;Withdrawal;Savings
25681;2022-01-28;907;Withdrawal;Checking
25682;2022-10-05;411;Deposit;Savings
25683;2022-01-19;989;Deposit;Savings
25684;2022-07-01;831;Withdrawal;Savings
25685;2022-02-26;257;Withdrawal;Checking
25686;2022-08-21;115;Deposit;Savings
25687;2022-05-06;220;Withdrawal;Savings
25688;2022-11-06;884;Withdrawal;Checking
25689;2022-04-18;712;Deposit;Checking
25690;2022-06-21;174;Withdrawal;Checking
25691;2022-01-06;820;Withdrawal;Checking
25692;2022-12-18;53;Deposit;Checking
25693;2022-06-20;248;Withdrawal;Checking
25694;2022-11-20;198;Deposit;Savings
25695;2022-07-23;396;Withdrawal;Checking
25696;2022-12-25;834;Withdrawal;Checking
25697;2022-08-31;307;Deposit;Savings
25698;2022-02-25;341;Deposit;Checking
25699;2022-05-25;224;Deposit;Checking
25700;2022-10-07;798;Withdrawal;Checking
25701;2022-04-20;446;Deposit;Checking
25702;2022-02-04;137;Withdrawal;Savings
25703;2022-08-30;609;Deposit;Checking
25704;2022-08-13;284;Deposit;Savings
25705;2022-03-07;126;Deposit;Checking
25706;2022-02-20;762;Withdrawal;Checking
25707;2022-11-02;33;Deposit;Savings
25708;2022-10-28;558;Deposit;Savings
25709;2022-12-28;175;Deposit;Savings
25710;2022-12-03;735;Deposit;Checking
25711;2022-05-05;566;Withdrawal;Savings
25712;2022-11-14;715;Withdrawal;Savings
25713;2022-06-19;949;Withdrawal;Checking
25714;2022-04-20;348;Deposit;Checking
25715;2022-06-13;48;Deposit;Checking
25716;2022-12-01;69;Withdrawal;Checking
25717;2022-12-11;5614;Withdrawal;Checking
25718;2022-02-19;753;Withdrawal;Checking
25719;2022-03-28;729;Deposit;Checking
25720;2022-10-30;44;Withdrawal;Checking
25721;2022-01-06;613;Deposit;Savings
25722;2022-10-18;385;Deposit;Savings
25723;2022-07-14;182;Deposit;Checking
25724;2022-09-25;538;Withdrawal;Savings
25725;2022-12-05;133;Withdrawal;Checking
25726;2022-12-06;391;Deposit;Savings
25727;2022-03-27;27;Deposit;Savings
25728;2022-02-27;518;Withdrawal;Checking
25729;2022-07-15;480;Deposit;Savings
25730;2022-02-25;9413;Withdrawal;Savings
25731;2022-04-28;181;Withdrawal;Checking
25732;2022-01-23;555;Deposit;Savings
25733;2022-08-28;443;Withdrawal;Savings
25734;2022-07-13;913;Deposit;Checking
25735;2022-05-07;955;Deposit;Savings
25736;2022-02-02;915;Deposit;Checking
25737;2022-03-27;192;Withdrawal;Checking
25738;2022-08-09;831;Withdrawal;Savings
25739;2022-12-25;778;Withdrawal;Savings
25740;2022-09-05;617;Deposit;Checking
25741;2022-10-16;810;Withdrawal;Checking
25742;2022-12-26;605;Withdrawal;Checking
25743;2022-12-24;3;Deposit;Savings
25744;2022-01-24;95;Withdrawal;Checking
25745;2022-05-19;91;Withdrawal;Checking
25746;2022-10-20;457;Deposit;Checking
25747;2022-10-09;150;Deposit;Checking
25748;2022-09-14;859;Withdrawal;Savings
25749;2022-08-25;796;Withdrawal;Checking
25750;2022-12-29;680;Withdrawal;Savings
25751;2022-03-21;941;Deposit;Checking
25752;2022-02-11;378;Withdrawal;Checking
25753;2022-02-15;383;Deposit;Savings
25754;2022-07-04;256;Deposit;Checking
25755;2022-11-25;392;Deposit;Checking
25756;2022-06-18;366;Withdrawal;Savings
25757;2023-01-01;447;Withdrawal;Savings
25758;2022-10-02;362;Deposit;Checking
25759;2023-01-01;964;Deposit;Checking
25760;2022-02-06;238;Deposit;Savings
25761;2022-02-05;741;Withdrawal;Savings
25762;2022-01-05;36;Deposit;Savings
25763;2022-01-10;7191;Withdrawal;Checking
25764;2022-09-12;914;Deposit;Checking
25765;2022-07-05;426;Deposit;Checking
25766;2022-09-18;538;Withdrawal;Savings
25767;2022-02-27;987;Deposit;Savings
25768;2022-12-31;762;Withdrawal;Savings
25769;2022-08-06;996;Withdrawal;Savings
25770;2022-07-17;471;Deposit;Savings
25771;2022-08-20;273;Withdrawal;Savings
25772;2022-04-10;780;Withdrawal;Checking
25773;2022-04-18;216;Withdrawal;Checking
25774;2022-06-12;181;Deposit;Savings
25775;2022-01-09;1;Deposit;Savings
25776;2022-11-12;691;Deposit;Savings
25777;2022-06-02;87;Deposit;Checking
25778;2022-09-04;78;Deposit;Savings
25779;2022-03-25;817;Withdrawal;Checking
25780;2022-04-04;771;Deposit;Checking
25781;2022-01-13;420;Withdrawal;Checking
25782;2022-03-12;322;Deposit;Checking
25783;2022-12-08;129;Withdrawal;Savings
25784;2022-11-10;942;Deposit;Checking
25785;2022-07-29;534;Deposit;Checking
25786;2022-05-25;11;Deposit;Savings
25787;2022-03-08;71;Withdrawal;Savings
25788;2022-07-09;479;Deposit;Savings
25789;2022-07-31;693;Withdrawal;Savings
25790;2022-08-08;229;Withdrawal;Savings
25791;2022-01-18;120;Deposit;Savings
25792;2022-11-02;866;Withdrawal;Checking
25793;2022-01-26;812;Deposit;Checking
25794;2022-04-01;70;Deposit;Savings
25795;2022-04-01;848;Deposit;Savings
25796;2022-12-13;163;Deposit;Checking
25797;2022-06-17;906;Withdrawal;Checking
25798;2022-03-21;749;Deposit;Checking
25799;2022-09-27;5441;Withdrawal;Savings
25800;2022-08-21;157;Deposit;Checking
25801;2022-12-29;748;Withdrawal;Checking
25802;2022-06-14;426;Deposit;Savings
25803;2022-02-07;614;Deposit;Checking
25804;2022-07-23;855;Deposit;Checking
25805;2022-02-25;772;Withdrawal;Savings
25806;2022-02-20;131;Deposit;Savings
25807;2022-09-23;345;Withdrawal;Savings
25808;2022-07-17;71;Withdrawal;Checking
25809;2022-09-12;774;Deposit;Checking
25810;2022-02-23;312;Deposit;Checking
25811;2022-05-24;174;Withdrawal;Savings
25812;2022-03-09;124;Withdrawal;Savings
25813;2022-03-19;366;Deposit;Savings
25814;2022-07-09;67;Deposit;Checking
25815;2022-04-02;463;Withdrawal;Savings
25816;2022-06-25;5640;Withdrawal;Savings
25817;2022-09-10;5940;Deposit;Savings
25818;2022-08-15;654;Withdrawal;Checking
25819;2022-08-10;6693;Withdrawal;Savings
25820;2022-12-07;675;Deposit;Savings
25821;2022-12-04;241;Deposit;Savings
25822;2022-03-30;181;Withdrawal;Checking
25823;2022-03-15;172;Deposit;Checking
25824;2022-11-28;172;Withdrawal;Savings
25825;2022-07-23;855;Withdrawal;Savings
25826;2022-03-01;618;Withdrawal;Checking
25827;2022-10-21;224;Deposit;Checking
25828;2022-10-07;997;Deposit;Checking
25829;2022-01-25;30;Deposit;Savings
25830;2022-06-12;9902;Withdrawal;Checking
25831;2022-03-01;774;Withdrawal;Checking
25832;2022-07-29;481;Deposit;Savings
25833;2022-05-05;540;Withdrawal;Checking
25834;2022-10-13;551;Withdrawal;Savings
25835;2022-03-09;39;Withdrawal;Savings
25836;2022-12-27;278;Withdrawal;Savings
25837;2022-11-12;574;Deposit;Checking
25838;2022-05-02;924;Deposit;Savings
25839;2022-01-14;539;Deposit;Checking
25840;2022-10-02;924;Deposit;Savings
25841;2022-12-25;797;Deposit;Checking
25842;2022-03-18;630;Withdrawal;Savings
25843;2022-12-21;791;Withdrawal;Checking
25844;2022-06-27;621;Deposit;Checking
25845;2022-08-28;986;Deposit;Savings
25846;2022-05-07;892;Deposit;Savings
25847;2022-03-30;994;Withdrawal;Savings
25848;2022-04-26;502;Withdrawal;Savings
25849;2022-10-15;967;Withdrawal;Savings
25850;2022-03-29;477;Deposit;Savings
25851;2022-04-30;335;Deposit;Savings
25852;2022-03-07;371;Deposit;Savings
25853;2022-08-09;9;Withdrawal;Savings
25854;2022-08-17;552;Withdrawal;Savings
25855;2022-01-20;695;Withdrawal;Savings
25856;2022-01-09;310;Deposit;Savings
25857;2022-12-26;463;Withdrawal;Savings
25858;2022-08-20;120;Withdrawal;Checking
25859;2022-06-04;523;Withdrawal;Savings
25860;2022-08-11;420;Withdrawal;Checking
25861;2022-11-21;404;Deposit;Savings
25862;2022-05-02;9755;Deposit;Savings
25863;2022-07-20;656;Deposit;Savings
25864;2022-08-07;721;Deposit;Savings
25865;2022-05-28;566;Deposit;Checking
25866;2022-01-12;106;Withdrawal;Checking
25867;2022-07-30;839;Deposit;Checking
25868;2022-12-30;9793;Deposit;Savings
25869;2022-08-18;273;Withdrawal;Savings
25870;2022-04-16;9969;Deposit;Checking
25871;2022-02-03;877;Withdrawal;Checking
25872;2022-07-29;955;Withdrawal;Savings
25873;2022-07-16;606;Withdrawal;Checking
25874;2022-05-17;409;Deposit;Checking
25875;2022-06-02;160;Deposit;Savings
25876;2022-06-02;228;Withdrawal;Savings
25877;2022-04-03;485;Withdrawal;Checking
25878;2022-09-02;241;Withdrawal;Savings
25879;2022-12-28;15;Deposit;Savings
25880;2022-11-27;331;Withdrawal;Checking
25881;2022-11-23;413;Withdrawal;Checking
25882;2022-05-04;264;Withdrawal;Savings
25883;2022-06-07;953;Withdrawal;Checking
25884;2022-03-26;347;Deposit;Savings
25885;2023-01-01;319;Withdrawal;Savings
25886;2022-09-04;936;Deposit;Checking
25887;2022-11-29;542;Withdrawal;Savings
25888;2022-05-10;8594;Deposit;Savings
25889;2022-01-17;357;Deposit;Checking
25890;2022-04-01;205;Deposit;Savings
25891;2022-06-09;869;Deposit;Savings
25892;2022-09-01;746;Deposit;Checking
25893;2022-01-29;194;Withdrawal;Savings
25894;2022-03-22;530;Deposit;Checking
25895;2022-02-12;996;Withdrawal;Checking
25896;2022-01-11;878;Deposit;Savings
25897;2022-09-21;802;Deposit;Checking
25898;2022-03-08;861;Deposit;Savings
25899;2022-08-29;373;Deposit;Checking
25900;2022-12-15;542;Withdrawal;Checking
25901;2022-09-05;570;Withdrawal;Checking
25902;2022-09-23;379;Deposit;Checking
25903;2022-04-12;217;Deposit;Savings
25904;2022-01-03;987;Withdrawal;Savings
25905;2022-03-19;930;Withdrawal;Savings
25906;2022-06-27;5942;Deposit;Checking
25907;2022-08-10;242;Deposit;Checking
25908;2022-02-02;457;Withdrawal;Savings
25909;2022-01-19;938;Withdrawal;Savings
25910;2022-02-26;313;Withdrawal;Checking
25911;2022-03-02;598;Deposit;Checking
25912;2022-01-26;147;Withdrawal;Checking
25913;2022-08-11;56;Withdrawal;Checking
25914;2022-03-02;841;Deposit;Checking
25915;2022-08-14;820;Withdrawal;Savings
25916;2022-09-14;914;Withdrawal;Savings
25917;2022-04-27;532;Deposit;Savings
25918;2022-07-13;707;Deposit;Checking
25919;2022-10-24;552;Withdrawal;Savings
25920;2022-04-30;572;Deposit;Savings
25921;2022-11-14;20;Withdrawal;Checking
25922;2022-11-27;934;Deposit;Savings
25923;2022-02-11;181;Deposit;Savings
25924;2022-03-15;654;Withdrawal;Checking
25925;2022-09-15;540;Deposit;Savings
25926;2022-02-20;634;Deposit;Savings
25927;2022-11-14;255;Deposit;Checking
25928;2022-10-02;849;Withdrawal;Savings
25929;2022-06-27;786;Withdrawal;Checking
25930;2022-10-09;79;Deposit;Savings
25931;2022-05-04;664;Deposit;Checking
25932;2022-05-17;923;Deposit;Savings
25933;2022-10-09;989;Withdrawal;Savings
25934;2022-03-09;408;Withdrawal;Checking
25935;2022-09-27;357;Deposit;Checking
25936;2022-11-20;514;Deposit;Checking
25937;2022-09-08;957;Deposit;Savings
25938;2022-11-20;472;Deposit;Savings
25939;2022-08-10;846;Withdrawal;Savings
25940;2022-12-14;104;Deposit;Savings
25941;2022-12-20;972;Deposit;Checking
25942;2022-03-16;15;Withdrawal;Savings
25943;2022-06-08;514;Deposit;Checking
25944;2022-06-27;690;Withdrawal;Checking
25945;2022-10-08;18;Deposit;Checking
25946;2022-03-05;299;Withdrawal;Savings
25947;2022-07-02;138;Withdrawal;Checking
25948;2022-05-25;273;Deposit;Checking
25949;2022-03-26;908;Withdrawal;Checking
25950;2022-03-03;332;Withdrawal;Checking
25951;2022-08-16;679;Deposit;Savings
25952;2022-12-15;647;Withdrawal;Checking
25953;2022-08-27;454;Withdrawal;Checking
25954;2022-06-16;825;Deposit;Checking
25955;2022-06-25;797;Deposit;Savings
25956;2022-10-12;491;Deposit;Checking
25957;2022-12-08;458;Deposit;Checking
25958;2022-09-29;815;Withdrawal;Checking
25959;2022-05-21;939;Withdrawal;Savings
25960;2022-05-22;314;Withdrawal;Checking
25961;2022-06-11;122;Deposit;Savings
25962;2022-03-18;168;Withdrawal;Checking
25963;2022-09-20;111;Deposit;Checking
25964;2022-10-15;620;Deposit;Checking
25965;2022-12-04;933;Withdrawal;Savings
25966;2022-03-16;394;Deposit;Checking
25967;2022-12-21;517;Deposit;Savings
25968;2022-03-05;984;Deposit;Savings
25969;2022-02-07;872;Deposit;Checking
25970;2022-06-20;366;Withdrawal;Checking
25971;2022-05-04;737;Deposit;Savings
25972;2022-02-10;246;Withdrawal;Savings
25973;2022-03-03;910;Withdrawal;Checking
25974;2022-06-09;240;Withdrawal;Savings
25975;2022-11-25;289;Deposit;Savings
25976;2022-07-23;68;Deposit;Checking
25977;2022-10-03;6926;Deposit;Checking
25978;2022-04-02;176;Deposit;Checking
25979;2022-11-26;862;Withdrawal;Savings
25980;2022-08-09;978;Withdrawal;Savings
25981;2022-02-12;921;Withdrawal;Savings
25982;2022-07-23;73;Withdrawal;Checking
25983;2022-01-07;645;Withdrawal;Savings
25984;2022-04-24;264;Withdrawal;Savings
25985;2022-02-21;479;Deposit;Checking
25986;2022-03-19;20;Withdrawal;Checking
25987;2022-02-12;460;Withdrawal;Savings
25988;2022-09-01;261;Withdrawal;Checking
25989;2022-04-01;708;Deposit;Checking
25990;2022-12-17;950;Deposit;Checking
25991;2022-06-19;618;Deposit;Savings
25992;2022-08-17;707;Withdrawal;Savings
25993;2022-01-12;9949;Withdrawal;Savings
25994;2022-06-29;722;Withdrawal;Checking
25995;2022-07-19;669;Withdrawal;Savings
25996;2022-03-30;737;Withdrawal;Savings
25997;2022-05-02;95;Withdrawal;Checking
25998;2022-08-08;548;Withdrawal;Savings
25999;2022-03-27;453;Deposit;Checking
26000;2022-11-08;277;Withdrawal;Savings
26001;2022-06-08;510;Deposit;Savings
26002;2022-01-03;176;Deposit;Savings
26003;2022-10-27;997;Withdrawal;Checking
26004;2022-08-12;863;Deposit;Checking
26005;2022-07-31;235;Withdrawal;Checking
26006;2022-05-07;926;Deposit;Savings
26007;2022-05-30;549;Deposit;Checking
26008;2022-12-26;188;Withdrawal;Savings
26009;2022-11-15;933;Withdrawal;Checking
26010;2022-06-05;89;Deposit;Checking
26011;2022-12-19;906;Withdrawal;Savings
26012;2022-04-26;207;Deposit;Savings
26013;2022-11-14;52;Deposit;Savings
26014;2022-08-16;389;Deposit;Savings
26015;2022-07-02;464;Withdrawal;Savings
26016;2022-07-12;761;Deposit;Savings
26017;2022-04-03;138;Deposit;Savings
26018;2022-01-07;480;Withdrawal;Savings
26019;2022-08-02;182;Deposit;Checking
26020;2022-12-06;752;Deposit;Savings
26021;2022-07-07;860;Withdrawal;Savings
26022;2022-06-04;788;Deposit;Checking
26023;2022-06-08;294;Deposit;Checking
26024;2022-05-18;876;Deposit;Savings
26025;2022-04-01;468;Withdrawal;Savings
26026;2022-08-08;18;Deposit;Checking
26027;2022-09-29;139;Deposit;Savings
26028;2022-08-28;746;Withdrawal;Savings
